iter	RMSE
0	1.073265401
1	1.036285186
2	1.001282174
3	0.9677396697
4	0.9385177776
5	0.9073072892
6	0.8757001978
7	0.8475947991
8	0.822293976
9	0.7959782764
10	0.7695517134
11	0.7464247712
12	0.72738583
13	0.704787533
14	0.6852651684
15	0.6663605973
16	0.6483191828
17	0.6319486423
18	0.6146117737
19	0.59707583
20	0.5818457805
21	0.5665501036
22	0.5523365671
23	0.5390788196
24	0.525708666
25	0.5140446125
26	0.501671957
27	0.491113447
28	0.4802797956
29	0.4710015272
30	0.4606619002
31	0.4501592956
32	0.4416691897
33	0.4339486415
34	0.4256408965
35	0.4177842272
36	0.4093428642
37	0.4012983916
38	0.3935888096
39	0.3874868721
40	0.3819116024
41	0.3754707844
42	0.3705106066
43	0.3646808172
44	0.3589152613
45	0.3539370872
46	0.3501859068
47	0.3449442203
48	0.3405602242
49	0.3360987681
50	0.3322104539
51	0.328433275
52	0.3254452059
53	0.3225024152
54	0.3198817217
55	0.3165435825
56	0.3131341763
57	0.310134481
58	0.3072178721
59	0.3050021935
60	0.3029782399
61	0.3002362424
62	0.297985174
63	0.2954834585
64	0.2938660674
65	0.2919153004
66	0.2900848529
67	0.2882990377
68	0.2858210829
69	0.2843684924
70	0.2821209194
71	0.280394133
72	0.2790968004
73	0.2775433275
74	0.2763608862
75	0.2749998122
76	0.2739152016
77	0.2722899769
78	0.2706559606
79	0.2693391927
80	0.2682122269
81	0.2668957471
82	0.265828742
83	0.2649497073
84	0.2637527747
85	0.2628182251
86	0.2619498219
87	0.2610052436
88	0.2600978745
89	0.2592216793
90	0.2580973015
91	0.2572118204
92	0.2565628448
93	0.255717998
94	0.2549205341
95	0.2544729342
96	0.2538697996
97	0.2534322351
98	0.2527546614
99	0.2522203605
100	0.2514437763
101	0.2507872492
102	0.250102378
103	0.2491310237
104	0.2485776902
105	0.2481305353
106	0.2477892333
107	0.2473375028
108	0.2467023176
109	0.2462249495
110	0.2456706533
111	0.2451648619
112	0.244810067
113	0.2442071812
114	0.2438955386
115	0.2432364718
116	0.2427731627
117	0.2423510798
118	0.2419069961
119	0.2414352251
120	0.2410421941
121	0.240569994
122	0.2398578726
123	0.2393554827
124	0.2389554624
125	0.2386626347
126	0.2382138249
127	0.2377995728
128	0.2373202166
129	0.2368913531
130	0.2365720803
131	0.2360380165
132	0.235541806
133	0.2351446981
134	0.2347367975
135	0.2344060311
136	0.2339994662
137	0.2336609344
138	0.2333116977
139	0.2329837148
140	0.2327599039
141	0.2323753621
142	0.2319998894
143	0.2316683247
